"學號","院別碼","學院名","系所碼","系所名","score","入學管道碼","入學管道"
410120323,"FG","外國語文學院","22","法國語文學系",73,"B2D","申請入學學士班"
410120335,"FG","外國語文學院","22","法國語文學系",82,"B2D","申請入學學士班"
410120347,"FG","外國語文學院","22","法國語文學系",74,"B2D","申請入學學士班"
410120359,"FG","外國語文學院","22","法國語文學系",71,"B2D","申請入學學士班"
410120361,"FG","外國語文學院","22","法國語文學系",88,"B2D","申請入學學士班"
410120373,"FG","外國語文學院","22","法國語文學系",85,"B2D","申請入學學士班"
410120385,"FG","外國語文學院","22","法國語文學系",79,"B2D","申請入學學士班"
410120397,"FG","外國語文學院","22","法國語文學系",80,"B2D","申請入學學士班"
410120402,"FG","外國語文學院","22","法國語文學系",80,"B2D","申請入學學士班"
410120414,"FG","外國語文學院","22","法國語文學系",71,"B2D","申請入學學士班"
410120426,"FG","外國語文學院","22","法國語文學系",75,"B2D","申請入學學士班"
410120438,"FG","外國語文學院","22","法國語文學系",85,"B2D","申請入學學士班"
410120440,"FG","外國語文學院","22","法國語文學系",91,"B2D","申請入學學士班"
410120452,"FG","外國語文學院","22","法國語文學系",70,"B2D","申請入學學士班"
410120464,"FG","外國語文學院","22","法國語文學系",68,"B2D","申請入學學士班"
410120476,"FG","外國語文學院","22","法國語文學系",51,"B3A","分發入學僑生"
410120488,"FG","外國語文學院","22","法國語文學系",61,"B3A","分發入學僑生"
410120505,"FG","外國語文學院","22","法國語文學系",72,"B1D","學士班指考"
410120517,"FG","外國語文學院","22","法國語文學系",82,"B1D","學士班指考"
410120529,"FG","外國語文學院","22","法國語文學系",76,"B1D","學士班指考"
410120531,"FG","外國語文學院","22","法國語文學系",58,"B1D","學士班指考"
410120543,"FG","外國語文學院","22","法國語文學系",75,"B1D","學士班指考"
410120555,"FG","外國語文學院","22","法國語文學系",52,"B1D","學士班指考"
410120567,"FG","外國語文學院","22","法國語文學系",77,"B1D","學士班指考"
410120579,"FG","外國語文學院","22","法國語文學系",85,"B1D","學士班指考"
410120581,"FG","外國語文學院","22","法國語文學系",82,"B1D","學士班指考"
410120608,"FG","外國語文學院","22","法國語文學系",82,"B1D","學士班指考"
410120610,"FG","外國語文學院","22","法國語文學系",92,"B1D","學士班指考"
410120622,"FG","外國語文學院","22","法國語文學系",71,"B1D","學士班指考"
410120634,"FG","外國語文學院","22","法國語文學系",83,"B1D","學士班指考"
410120646,"FG","外國語文學院","22","法國語文學系",78,"B1D","學士班指考"
410120658,"FG","外國語文學院","22","法國語文學系",92,"B1D","學士班指考"
410120660,"FG","外國語文學院","22","法國語文學系",85,"B1D","學士班指考"
410120672,"FG","外國語文學院","22","法國語文學系",79,"B1D","學士班指考"
410120684,"FG","外國語文學院","22","法國語文學系",73,"B1D","學士班指考"
410130017,"FG","外國語文學院","23","西班牙語文學系",54,"B3A","分發入學僑生"
410130031,"FG","外國語文學院","23","西班牙語文學系",74,"B2A","申請入學僑生"
410130043,"FG","外國語文學院","23","西班牙語文學系",72,"B2B","申請入學外籍生"
410130079,"FG","外國語文學院","23","西班牙語文學系",78,"B6C","繁星推薦一般考生"
410130081,"FG","外國語文學院","23","西班牙語文學系",78,"B6C","繁星推薦一般考生"
410130093,"FG","外國語文學院","23","西班牙語文學系",85,"B6C","繁星推薦一般考生"
410130108,"FG","外國語文學院","23","西班牙語文學系",83,"B6C","繁星推薦一般考生"
410130110,"FG","外國語文學院","23","西班牙語文學系",73,"B6C","繁星推薦一般考生"
410130122,"FG","外國語文學院","23","西班牙語文學系",78,"B6C","繁星推薦一般考生"
410130134,"FG","外國語文學院","23","西班牙語文學系",85,"B6C","繁星推薦一般考生"
410130146,"FG","外國語文學院","23","西班牙語文學系",88,"B6C","繁星推薦一般考生"
410130158,"FG","外國語文學院","23","西班牙語文學系",81,"B6C","繁星推薦一般考生"
410130160,"FG","外國語文學院","23","西班牙語文學系",81,"B2D","申請入學學士班"
410130172,"FG","外國語文學院","23","西班牙語文學系",75,"B2D","申請入學學士班"
410130184,"FG","外國語文學院","23","西班牙語文學系",80,"B2D","申請入學學士班"
410130201,"FG","外國語文學院","23","西班牙語文學系",80,"B2D","申請入學學士班"
410130213,"FG","外國語文學院","23","西班牙語文學系",89,"B2D","申請入學學士班"
410130225,"FG","外國語文學院","23","西班牙語文學系",90,"B2D","申請入學學士班"
410130237,"FG","外國語文學院","23","西班牙語文學系",83,"B2D","申請入學學士班"
410130249,"FG","外國語文學院","23","西班牙語文學系",88,"B2D","申請入學學士班"
410130251,"FG","外國語文學院","23","西班牙語文學系",74,"B2D","申請入學學士班"
410130263,"FG","外國語文學院","23","西班牙語文學系",83,"B2D","申請入學學士班"
410130275,"FG","外國語文學院","23","西班牙語文學系",58,"B2D","申請入學學士班"
410130287,"FG","外國語文學院","23","西班牙語文學系",82,"B2D","申請入學學士班"
410130299,"FG","外國語文學院","23","西班牙語文學系",91,"B2D","申請入學學士班"
410130304,"FG","外國語文學院","23","西班牙語文學系",82,"B2D","申請入學學士班"
410130316,"FG","外國語文學院","23","西班牙語文學系",81,"B2D","申請入學學士班"
410130328,"FG","外國語文學院","23","西班牙語文學系",84,"B2D","申請入學學士班"
410130330,"FG","外國語文學院","23","西班牙語文學系",77,"B2D","申請入學學士班"
410130354,"FG","外國語文學院","23","西班牙語文學系",87,"B2D","申請入學學士班"
410130366,"FG","外國語文學院","23","西班牙語文學系",72,"B2D","申請入學學士班"
410130378,"FG","外國語文學院","23","西班牙語文學系",84,"B2D","申請入學學士班"
410130380,"FG","外國語文學院","23","西班牙語文學系",70,"B2D","申請入學學士班"
410130392,"FG","外國語文學院","23","西班牙語文學系",60,"B2D","申請入學學士班"
410130407,"FG","外國語文學院","23","西班牙語文學系",67,"B2E","申請入學原住民"
410130419,"FG","外國語文學院","23","西班牙語文學系",75,"B2E","申請入學原住民"
410130433,"FG","外國語文學院","23","西班牙語文學系",62,"B1D","學士班指考"
410130445,"FG","外國語文學院","23","西班牙語文學系",73,"B1D","學士班指考"
410130457,"FG","外國語文學院","23","西班牙語文學系",88,"B1D","學士班指考"
410130469,"FG","外國語文學院","23","西班牙語文學系",83,"B1D","學士班指考"
410130471,"FG","外國語文學院","23","西班牙語文學系",78,"B1D","學士班指考"
410130495,"FG","外國語文學院","23","西班牙語文學系",68,"B1D","學士班指考"
410130500,"FG","外國語文學院","23","西班牙語文學系",74,"B1D","學士班指考"
410130512,"FG","外國語文學院","23","西班牙語文學系",83,"B1D","學士班指考"
410130524,"FG","外國語文學院","23","西班牙語文學系",69,"B1D","學士班指考"
410130536,"FG","外國語文學院","23","西班牙語文學系",41,"B1D","學士班指考"
410130548,"FG","外國語文學院","23","西班牙語文學系",72,"B1D","學士班指考"
410130550,"FG","外國語文學院","23","西班牙語文學系",80,"B1D","學士班指考"
410130562,"FG","外國語文學院","23","西班牙語文學系",71,"B1D","學士班指考"
410130574,"FG","外國語文學院","23","西班牙語文學系",78,"B1D","學士班指考"
410130586,"FG","外國語文學院","23","西班牙語文學系",76,"B1D","學士班指考"
410130598,"FG","外國語文學院","23","西班牙語文學系",80,"B1D","學士班指考"
410130603,"FG","外國語文學院","23","西班牙語文學系",59,"B1D","學士班指考"
410130615,"FG","外國語文學院","23","西班牙語文學系",77,"B1D","學士班指考"
410130627,"FG","外國語文學院","23","西班牙語文學系",74,"B1D","學士班指考"
410130639,"FG","外國語文學院","23","西班牙語文學系",87,"B1D","學士班指考"
410130641,"FG","外國語文學院","23","西班牙語文學系",53,"B1D","學士班指考"
410130653,"FG","外國語文學院","23","西班牙語文學系",85,"B1D","學士班指考"
410130665,"FG","外國語文學院","23","西班牙語文學系",78,"B1D","學士班指考"
410130677,"FG","外國語文學院","23","西班牙語文學系",74,"B1D","學士班指考"
410141016,"FG","外國語文學院","24","日本語文學系",71,"B2B","申請入學外籍生"
410141028,"FG","外國語文學院","24","日本語文學系",65,"B2B","申請入學外籍生"
410141030,"FG","外國語文學院","24","日本語文學系",72,"B2B","申請入學外籍生"
410141054,"FG","外國語文學院","24","日本語文學系",88,"B6C","繁星推薦一般考生"
410141066,"FG","外國語文學院","24","日本語文學系",86,"B6C","繁星推薦一般考生"
410141078,"FG","外國語文學院","24","日本語文學系",86,"B6C","繁星推薦一般考生"
410141080,"FG","外國語文學院","24","日本語文學系",84,"B6C","繁星推薦一般考生"
410141092,"FG","外國語文學院","24","日本語文學系",90,"B6C","繁星推薦一般考生"
410141107,"FG","外國語文學院","24","日本語文學系",81,"B6C","繁星推薦一般考生"
410141119,"FG","外國語文學院","24","日本語文學系",85,"B6C","繁星推薦一般考生"
410141121,"FG","外國語文學院","24","日本語文學系",86,"B6C","繁星推薦一般考生"
410141133,"FG","外國語文學院","24","日本語文學系",78,"B6C","繁星推薦一般考生"
410141145,"FG","外國語文學院","24","日本語文學系",82,"B6C","繁星推薦一般考生"
410141157,"FG","外國語文學院","24","日本語文學系",79,"B6C","繁星推薦一般考生"
410141169,"FG","外國語文學院","24","日本語文學系",89,"B6C","繁星推薦一般考生"
410141183,"FG","外國語文學院","24","日本語文學系",79,"B6C","繁星推薦一般考生"
410141195,"FG","外國語文學院","24","日本語文學系",63,"B6C","繁星推薦一般考生"
410141200,"FG","外國語文學院","24","日本語文學系",88,"B2D","申請入學學士班"
410141212,"FG","外國語文學院","24","日本語文學系",80,"B2D","申請入學學士班"
410141224,"FG","外國語文學院","24","日本語文學系",86,"B2D","申請入學學士班"
410141236,"FG","外國語文學院","24","日本語文學系",88,"B2D","申請入學學士班"
410141248,"FG","外國語文學院","24","日本語文學系",82,"B2D","申請入學學士班"
410141250,"FG","外國語文學院","24","日本語文學系",87,"B2D","申請入學學士班"
410141262,"FG","外國語文學院","24","日本語文學系",82,"B2D","申請入學學士班"
410141274,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410141286,"FG","外國語文學院","24","日本語文學系",78,"B2D","申請入學學士班"
410141298,"FG","外國語文學院","24","日本語文學系",87,"B2D","申請入學學士班"
410141303,"FG","外國語文學院","24","日本語文學系",81,"B2D","申請入學學士班"
410141315,"FG","外國語文學院","24","日本語文學系",79,"B2D","申請入學學士班"
410141327,"FG","外國語文學院","24","日本語文學系",83,"B2D","申請入學學士班"
410141339,"FG","外國語文學院","24","日本語文學系",88,"B2D","申請入學學士班"
410141341,"FG","外國語文學院","24","日本語文學系",87,"B2D","申請入學學士班"
410141353,"FG","外國語文學院","24","日本語文學系",86,"B2D","申請入學學士班"
410141365,"FG","外國語文學院","24","日本語文學系",91,"B2D","申請入學學士班"
410141377,"FG","外國語文學院","24","日本語文學系",88,"B2D","申請入學學士班"
410141389,"FG","外國語文學院","24","日本語文學系",82,"B2D","申請入學學士班"
410141391,"FG","外國語文學院","24","日本語文學系",71,"B2D","申請入學學士班"
410141406,"FG","外國語文學院","24","日本語文學系",80,"B2D","申請入學學士班"
410141418,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410141420,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410141432,"FG","外國語文學院","24","日本語文學系",77,"B2D","申請入學學士班"
410141444,"FG","外國語文學院","24","日本語文學系",83,"B2D","申請入學學士班"
410141456,"FG","外國語文學院","24","日本語文學系",73,"B2D","申請入學學士班"
410141470,"FG","外國語文學院","24","日本語文學系",72,"B2D","申請入學學士班"
410141482,"FG","外國語文學院","24","日本語文學系",27,"B2D","申請入學學士班"
410141494,"FG","外國語文學院","24","日本語文學系",76,"B2E","申請入學原住民"
410141511,"FG","外國語文學院","24","日本語文學系",87,"B3A","分發入學僑生"
410141523,"FG","外國語文學院","24","日本語文學系",83,"B1D","學士班指考"
410141535,"FG","外國語文學院","24","日本語文學系",67,"B1D","學士班指考"
410141547,"FG","外國語文學院","24","日本語文學系",82,"B1D","學士班指考"
410141559,"FG","外國語文學院","24","日本語文學系",85,"B1D","學士班指考"
410141561,"FG","外國語文學院","24","日本語文學系",83,"B1D","學士班指考"
410141573,"FG","外國語文學院","24","日本語文學系",82,"B1D","學士班指考"
410141585,"FG","外國語文學院","24","日本語文學系",80,"B1D","學士班指考"
410141597,"FG","外國語文學院","24","日本語文學系",85,"B1D","學士班指考"
410141602,"FG","外國語文學院","24","日本語文學系",89,"B1D","學士班指考"
410141614,"FG","外國語文學院","24","日本語文學系",77,"B1D","學士班指考"
410142010,"FG","外國語文學院","24","日本語文學系",81,"B2B","申請入學外籍生"
410142022,"FG","外國語文學院","24","日本語文學系",55,"B2B","申請入學外籍生"
410142034,"FG","外國語文學院","24","日本語文學系",76,"B2B","申請入學外籍生"
410142046,"FG","外國語文學院","24","日本語文學系",83,"B6C","繁星推薦一般考生"
410142058,"FG","外國語文學院","24","日本語文學系",64,"B6C","繁星推薦一般考生"
410142060,"FG","外國語文學院","24","日本語文學系",87,"B6C","繁星推薦一般考生"
410142072,"FG","外國語文學院","24","日本語文學系",83,"B6C","繁星推薦一般考生"
410142084,"FG","外國語文學院","24","日本語文學系",62,"B6C","繁星推薦一般考生"
410142096,"FG","外國語文學院","24","日本語文學系",89,"B6C","繁星推薦一般考生"
410142101,"FG","外國語文學院","24","日本語文學系",92,"B6C","繁星推薦一般考生"
410142113,"FG","外國語文學院","24","日本語文學系",82,"B6C","繁星推薦一般考生"
410142125,"FG","外國語文學院","24","日本語文學系",73,"B6C","繁星推薦一般考生"
410142137,"FG","外國語文學院","24","日本語文學系",87,"B6C","繁星推薦一般考生"
410142149,"FG","外國語文學院","24","日本語文學系",89,"B6C","繁星推薦一般考生"
410142151,"FG","外國語文學院","24","日本語文學系",90,"B6C","繁星推薦一般考生"
410142163,"FG","外國語文學院","24","日本語文學系",89,"B6C","繁星推薦一般考生"
410142175,"FG","外國語文學院","24","日本語文學系",84,"B6C","繁星推薦一般考生"
410142187,"FG","外國語文學院","24","日本語文學系",88,"B6C","繁星推薦一般考生"
410142204,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410142216,"FG","外國語文學院","24","日本語文學系",71,"B2D","申請入學學士班"
410142228,"FG","外國語文學院","24","日本語文學系",87,"B2D","申請入學學士班"
410142230,"FG","外國語文學院","24","日本語文學系",88,"B2D","申請入學學士班"
410142242,"FG","外國語文學院","24","日本語文學系",79,"B2D","申請入學學士班"
410142254,"FG","外國語文學院","24","日本語文學系",74,"B2D","申請入學學士班"
410142266,"FG","外國語文學院","24","日本語文學系",76,"B2D","申請入學學士班"
410142278,"FG","外國語文學院","24","日本語文學系",89,"B2D","申請入學學士班"
410142280,"FG","外國語文學院","24","日本語文學系",86,"B2D","申請入學學士班"
410142292,"FG","外國語文學院","24","日本語文學系",89,"B2D","申請入學學士班"
410142307,"FG","外國語文學院","24","日本語文學系",83,"B2D","申請入學學士班"
410142319,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410142321,"FG","外國語文學院","24","日本語文學系",90,"B2D","申請入學學士班"
410142333,"FG","外國語文學院","24","日本語文學系",71,"B2D","申請入學學士班"
410142357,"FG","外國語文學院","24","日本語文學系",83,"B2D","申請入學學士班"
410142369,"FG","外國語文學院","24","日本語文學系",74,"B2D","申請入學學士班"
410142371,"FG","外國語文學院","24","日本語文學系",87,"B2D","申請入學學士班"
410142383,"FG","外國語文學院","24","日本語文學系",69,"B2D","申請入學學士班"
410142395,"FG","外國語文學院","24","日本語文學系",79,"B2D","申請入學學士班"
410142400,"FG","外國語文學院","24","日本語文學系",75,"B2D","申請入學學士班"
410142412,"FG","外國語文學院","24","日本語文學系",81,"B2D","申請入學學士班"
410142424,"FG","外國語文學院","24","日本語文學系",81,"B2D","申請入學學士班"
410142436,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410142448,"FG","外國語文學院","24","日本語文學系",66,"B2D","申請入學學士班"
410142450,"FG","外國語文學院","24","日本語文學系",82,"B2D","申請入學學士班"
410142462,"FG","外國語文學院","24","日本語文學系",78,"B2D","申請入學學士班"
410142474,"FG","外國語文學院","24","日本語文學系",85,"B2D","申請入學學士班"
410142486,"FG","外國語文學院","24","日本語文學系",77,"B2D","申請入學學士班"
410142498,"FG","外國語文學院","24","日本語文學系",64,"B2E","申請入學原住民"
410142515,"FG","外國語文學院","24","日本語文學系",66,"B1D","學士班指考"
410142527,"FG","外國語文學院","24","日本語文學系",74,"B1D","學士班指考"
410142539,"FG","外國語文學院","24","日本語文學系",74,"B1D","學士班指考"
410142541,"FG","外國語文學院","24","日本語文學系",48,"B1D","學士班指考"
410142553,"FG","外國語文學院","24","日本語文學系",81,"B1D","學士班指考"
410142565,"FG","外國語文學院","24","日本語文學系",80,"B1D","學士班指考"
410142577,"FG","外國語文學院","24","日本語文學系",79,"B1D","學士班指考"
410142589,"FG","外國語文學院","24","日本語文學系",50,"B1D","學士班指考"
410142591,"FG","外國語文學院","24","日本語文學系",77,"B1D","學士班指考"
410142606,"FG","外國語文學院","24","日本語文學系",84,"B1D","學士班指考"
410142618,"FG","外國語文學院","24","日本語文學系",91,"B1D","學士班指考"
410150017,"FG","外國語文學院","25","義大利語文學系",75,"B6C","繁星推薦一般考生"
410150029,"FG","外國語文學院","25","義大利語文學系",90,"B6C","繁星推薦一般考生"
410150031,"FG","外國語文學院","25","義大利語文學系",83,"B6C","繁星推薦一般考生"
410150043,"FG","外國語文學院","25","義大利語文學系",83,"B6C","繁星推薦一般考生"
410150055,"FG","外國語文學院","25","義大利語文學系",69,"B6C","繁星推薦一般考生"
410150067,"FG","外國語文學院","25","義大利語文學系",89,"B6C","繁星推薦一般考生"
410150079,"FG","外國語文學院","25","義大利語文學系",75,"B6C","繁星推薦一般考生"
410150081,"FG","外國語文學院","25","義大利語文學系",73,"B6C","繁星推薦一般考生"
410150093,"FG","外國語文學院","25","義大利語文學系",81,"B6C","繁星推薦一般考生"
410150108,"FG","外國語文學院","25","義大利語文學系",76,"B2D","申請入學學士班"
410150110,"FG","外國語文學院","25","義大利語文學系",79,"B2D","申請入學學士班"
410150122,"FG","外國語文學院","25","義大利語文學系",77,"B2D","申請入學學士班"
410150134,"FG","外國語文學院","25","義大利語文學系",78,"B2D","申請入學學士班"
410150146,"FG","外國語文學院","25","義大利語文學系",89,"B2D","申請入學學士班"
410150158,"FG","外國語文學院","25","義大利語文學系",77,"B2D","申請入學學士班"
410150160,"FG","外國語文學院","25","義大利語文學系",66,"B2D","申請入學學士班"
410150172,"FG","外國語文學院","25","義大利語文學系",67,"B2D","申請入學學士班"
410150184,"FG","外國語文學院","25","義大利語文學系",73,"B2D","申請入學學士班"
410150196,"FG","外國語文學院","25","義大利語文學系",76,"B2D","申請入學學士班"
410150201,"FG","外國語文學院","25","義大利語文學系",62,"B2D","申請入學學士班"
410150213,"FG","外國語文學院","25","義大利語文學系",93,"B2D","申請入學學士班"
410150225,"FG","外國語文學院","25","義大利語文學系",75,"B2D","申請入學學士班"
410150237,"FG","外國語文學院","25","義大利語文學系",71,"B2D","申請入學學士班"
410150249,"FG","外國語文學院","25","義大利語文學系",62,"B2D","申請入學學士班"
410150251,"FG","外國語文學院","25","義大利語文學系",85,"B2D","申請入學學士班"
410150263,"FG","外國語文學院","25","義大利語文學系",79,"B2D","申請入學學士班"
410150275,"FG","外國語文學院","25","義大利語文學系",79,"B2D","申請入學學士班"
410150287,"FG","外國語文學院","25","義大利語文學系",74,"B2D","申請入學學士班"
410150299,"FG","外國語文學院","25","義大利語文學系",69,"B2D","申請入學學士班"
410150304,"FG","外國語文學院","25","義大利語文學系",62,"B2D","申請入學學士班"
410150316,"FG","外國語文學院","25","義大利語文學系",77,"B2D","申請入學學士班"
410150328,"FG","外國語文學院","25","義大利語文學系",53,"B2D","申請入學學士班"
410150330,"FG","外國語文學院","25","義大利語文學系",86,"B2D","申請入學學士班"
410150342,"FG","外國語文學院","25","義大利語文學系",63,"B2D","申請入學學士班"
410150354,"FG","外國語文學院","25","義大利語文學系",60,"B2D","申請入學學士班"
410150366,"FG","外國語文學院","25","義大利語文學系",78,"B2D","申請入學學士班"
410150378,"FG","外國語文學院","25","義大利語文學系",78,"B2D","申請入學學士班"
410150380,"FG","外國語文學院","25","義大利語文學系",71,"B2D","申請入學學士班"
410150392,"FG","外國語文學院","25","義大利語文學系",76,"B2D","申請入學學士班"
410150407,"FG","外國語文學院","25","義大利語文學系",85,"B2D","申請入學學士班"
410150419,"FG","外國語文學院","25","義大利語文學系",79,"B2D","申請入學學士班"
410150421,"FG","外國語文學院","25","義大利語文學系",39,"B1D","學士班指考"
410150433,"FG","外國語文學院","25","義大利語文學系",68,"B1D","學士班指考"
410150445,"FG","外國語文學院","25","義大利語文學系",70,"B1D","學士班指考"
410150457,"FG","外國語文學院","25","義大利語文學系",71,"B1D","學士班指考"
410150469,"FG","外國語文學院","25","義大利語文學系",85,"B1D","學士班指考"
410150471,"FG","外國語文學院","25","義大利語文學系",75,"B1D","學士班指考"
410150483,"FG","外國語文學院","25","義大利語文學系",70,"B1D","學士班指考"
410150495,"FG","外國語文學院","25","義大利語文學系",76,"B1D","學士班指考"
410150500,"FG","外國語文學院","25","義大利語文學系",61,"B1D","學士班指考"
410150512,"FG","外國語文學院","25","義大利語文學系",70,"B1D","學士班指考"
410150524,"FG","外國語文學院","25","義大利語文學系",77,"B1D","學士班指考"
410150536,"FG","外國語文學院","25","義大利語文學系",79,"B1D","學士班指考"
410150550,"FG","外國語文學院","25","義大利語文學系",81,"B1D","學士班指考"
410150562,"FG","外國語文學院","25","義大利語文學系",73,"B1D","學士班指考"
410150574,"FG","外國語文學院","25","義大利語文學系",76,"B1D","學士班指考"
410150586,"FG","外國語文學院","25","義大利語文學系",90,"B1D","學士班指考"
410160012,"FG","外國語文學院","26","德語語文學系",63,"B2B","申請入學外籍生"
410160036,"FG","外國語文學院","26","德語語文學系",78,"B2B","申請入學外籍生"
410160048,"FG","外國語文學院","26","德語語文學系",83,"B6C","繁星推薦一般考生"
410160050,"FG","外國語文學院","26","德語語文學系",83,"B6C","繁星推薦一般考生"
410160062,"FG","外國語文學院","26","德語語文學系",83,"B6C","繁星推薦一般考生"
410160074,"FG","外國語文學院","26","德語語文學系",75,"B6C","繁星推薦一般考生"
410160086,"FG","外國語文學院","26","德語語文學系",88,"B6C","繁星推薦一般考生"
410160098,"FG","外國語文學院","26","德語語文學系",84,"B6C","繁星推薦一般考生"
410160103,"FG","外國語文學院","26","德語語文學系",86,"B6C","繁星推薦一般考生"
410160115,"FG","外國語文學院","26","德語語文學系",91,"B6C","繁星推薦一般考生"
410160127,"FG","外國語文學院","26","德語語文學系",84,"B2D","申請入學學士班"
410160139,"FG","外國語文學院","26","德語語文學系",87,"B2D","申請入學學士班"
410160141,"FG","外國語文學院","26","德語語文學系",86,"B2D","申請入學學士班"
410160153,"FG","外國語文學院","26","德語語文學系",76,"B2D","申請入學學士班"
410160165,"FG","外國語文學院","26","德語語文學系",86,"B2D","申請入學學士班"
410160177,"FG","外國語文學院","26","德語語文學系",82,"B2D","申請入學學士班"
410160189,"FG","外國語文學院","26","德語語文學系",87,"B2D","申請入學學士班"
410160191,"FG","外國語文學院","26","德語語文學系",85,"B2D","申請入學學士班"
410160206,"FG","外國語文學院","26","德語語文學系",71,"B2D","申請入學學士班"
410160218,"FG","外國語文學院","26","德語語文學系",80,"B2D","申請入學學士班"
410160220,"FG","外國語文學院","26","德語語文學系",62,"B2D","申請入學學士班"
410160232,"FG","外國語文學院","26","德語語文學系",69,"B2D","申請入學學士班"
410160244,"FG","外國語文學院","26","德語語文學系",82,"B2D","申請入學學士班"
410160256,"FG","外國語文學院","26","德語語文學系",88,"B2D","申請入學學士班"
410160268,"FG","外國語文學院","26","德語語文學系",79,"B2D","申請入學學士班"
410160270,"FG","外國語文學院","26","德語語文學系",76,"B2D","申請入學學士班"
410160282,"FG","外國語文學院","26","德語語文學系",79,"B2D","申請入學學士班"
410160294,"FG","外國語文學院","26","德語語文學系",78,"B2D","申請入學學士班"
410160309,"FG","外國語文學院","26","德語語文學系",77,"B2D","申請入學學士班"
410160311,"FG","外國語文學院","26","德語語文學系",77,"B2D","申請入學學士班"
410160323,"FG","外國語文學院","26","德語語文學系",67,"B2D","申請入學學士班"
410160335,"FG","外國語文學院","26","德語語文學系",83,"B2D","申請入學學士班"
410160347,"FG","外國語文學院","26","德語語文學系",65,"B2D","申請入學學士班"
410160359,"FG","外國語文學院","26","德語語文學系",81,"B2D","申請入學學士班"
410160361,"FG","外國語文學院","26","德語語文學系",77,"B2D","申請入學學士班"
410160373,"FG","外國語文學院","26","德語語文學系",85,"B2D","申請入學學士班"
410160385,"FG","外國語文學院","26","德語語文學系",79,"B2D","申請入學學士班"
410160397,"FG","外國語文學院","26","德語語文學系",77,"B2D","申請入學學士班"
410160402,"FG","外國語文學院","26","德語語文學系",77,"B2D","申請入學學士班"
410160414,"FG","外國語文學院","26","德語語文學系",87,"B2D","申請入學學士班"
410160426,"FG","外國語文學院","26","德語語文學系",75,"B2D","申請入學學士班"
410160438,"FG","外國語文學院","26","德語語文學系",88,"B2D","申請入學學士班"
410160452,"FG","外國語文學院","26","德語語文學系",82,"B1D","學士班指考"
410160464,"FG","外國語文學院","26","德語語文學系",72,"B1D","學士班指考"
410160476,"FG","外國語文學院","26","德語語文學系",64,"B1D","學士班指考"
410160488,"FG","外國語文學院","26","德語語文學系",80,"B1D","學士班指考"
410160490,"FG","外國語文學院","26","德語語文學系",71,"B1D","學士班指考"
410160505,"FG","外國語文學院","26","德語語文學系",85,"B1D","學士班指考"
410160517,"FG","外國語文學院","26","德語語文學系",84,"B1D","學士班指考"
410160529,"FG","外國語文學院","26","德語語文學系",72,"B1D","學士班指考"
410160531,"FG","外國語文學院","26","德語語文學系",74,"B1D","學士班指考"
410160543,"FG","外國語文學院","26","德語語文學系",59,"B1D","學士班指考"
410160567,"FG","外國語文學院","26","德語語文學系",76,"B1D","學士班指考"
410160579,"FG","外國語文學院","26","德語語文學系",76,"B1D","學士班指考"
410160581,"FG","外國語文學院","26","德語語文學系",71,"B1D","學士班指考"
410160593,"FG","外國語文學院","26","德語語文學系",66,"B1D","學士班指考"
410160608,"FG","外國語文學院","26","德語語文學系",72,"B1D","學士班指考"
410160610,"FG","外國語文學院","26","德語語文學系",85,"B1D","學士班指考"
410170017,"SG","理工學院","1B","數學系資訊數學組",76,"B6C","繁星推薦一般考生"
410170029,"SG","理工學院","1B","數學系資訊數學組",79,"B6C","繁星推薦一般考生"
410170031,"SG","理工學院","1B","數學系資訊數學組",81,"B6C","繁星推薦一般考生"
410170043,"SG","理工學院","1B","數學系資訊數學組",74,"B6C","繁星推薦一般考生"
410170055,"SG","理工學院","1B","數學系資訊數學組",88,"B6C","繁星推薦一般考生"
410170067,"SG","理工學院","1B","數學系資訊數學組",78,"B6C","繁星推薦一般考生"
410170079,"SG","理工學院","1B","數學系資訊數學組",55,"B6C","繁星推薦一般考生"
410170081,"SG","理工學院","1B","數學系資訊數學組",75,"B6C","繁星推薦一般考生"
410170093,"SG","理工學院","1B","數學系資訊數學組",78,"B2D","申請入學學士班"
410170108,"SG","理工學院","1B","數學系資訊數學組",51,"B2D","申請入學學士班"
410170110,"SG","理工學院","1B","數學系資訊數學組",77,"B2D","申請入學學士班"
410170122,"SG","理工學院","1B","數學系資訊數學組",86,"B2D","申請入學學士班"
410170134,"SG","理工學院","1B","數學系資訊數學組",74,"B2D","申請入學學士班"
410170146,"SG","理工學院","1B","數學系資訊數學組",72,"B2D","申請入學學士班"
410170158,"SG","理工學院","1B","數學系資訊數學組",65,"B2D","申請入學學士班"
410170160,"SG","理工學院","1B","數學系資訊數學組",75,"B2D","申請入學學士班"
410170172,"SG","理工學院","1B","數學系資訊數學組",57,"B2D","申請入學學士班"
410170184,"SG","理工學院","1B","數學系資訊數學組",73,"B2D","申請入學學士班"
